Drift
RAM Structural System
17.03.00.285
DataBase: 21
Building Code: IBC
Steel Code: IBC
06/17/22 17:44:05
CRITERIA:
Rigid End Zones:       Ignore Effects
Member Force Output:   At Face of Joint
P-Delta:,Yes,Scale Factor (DL):,1.20,Scale Factor (LL):,1.60
,,Scale Factor (Roof):,0.50,Scale Factor (Snow):,1.00
Ground Level:,Base
LOAD CASE DEFINITIONS:
D    ,DeadLoad       ,RAMUSER            
Lp   ,PosLiveLoad    ,RAMUSER            
Ln   ,NegLiveLoad    ,RAMUSER            
Rfp  ,PosRoofLiveLoad,RAMUSER            
Rfn  ,NegRoofLiveLoad,RAMUSER            
E1   ,EQ             ,EQ_ASCE716_X_+E_F  
E2   ,EQ             ,EQ_ASCE716_X_-E_F  
E3   ,EQ             ,EQ_ASCE716_Y_+E_F  
E4   ,EQ             ,EQ_ASCE716_Y_-E_F  
W1   ,WIND           ,Wind_ASCE716_1_X   
W2   ,WIND           ,Wind_ASCE716_1_Y   
W3   ,WIND           ,Wind_ASCE716_2_X+E 
W4   ,WIND           ,Wind_ASCE716_2_X-E 
W5   ,WIND           ,Wind_ASCE716_2_Y+E 
W6   ,WIND           ,Wind_ASCE716_2_Y-E 
W7   ,WIND           ,Wind_ASCE716_3_X+Y 
W8   ,WIND           ,Wind_ASCE716_3_X-Y 
W9   ,WIND           ,Wind_ASCE716_4_X+Y_CW
W10  ,WIND           ,Wind_ASCE716_4_X+Y_CCW
W11  ,WIND           ,Wind_ASCE716_4_X-Y_CW
W12  ,WIND           ,Wind_ASCE716_4_X-Y_CCW
E5   ,EQ_DRIFT       ,EQ_ASCE716_X_+E_Drft
E6   ,EQ_DRIFT       ,EQ_ASCE716_X_-E_Drft
E7   ,EQ_DRIFT       ,EQ_ASCE716_Y_+E_Drft
E8   ,EQ_DRIFT       ,EQ_ASCE716_Y_-E_Drft
W13  ,WIND_DRIFT     ,Wind_ASCE716_1_X   
W14  ,WIND_DRIFT     ,Wind_ASCE716_1_Y   
W15  ,WIND_DRIFT     ,Wind_ASCE716_2_X+E 
W16  ,WIND_DRIFT     ,Wind_ASCE716_2_X-E 
W17  ,WIND_DRIFT     ,Wind_ASCE716_2_Y+E 
W18  ,WIND_DRIFT     ,Wind_ASCE716_2_Y-E 
W19  ,WIND_DRIFT     ,Wind_ASCE716_3_X+Y 
W20  ,WIND_DRIFT     ,Wind_ASCE716_3_X-Y 
W21  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CW
W22  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CCW
W23  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CW
W24  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CCW
ND1  ,NOTIONAL       ,NL_AISC360_DL_X    
ND2  ,NOTIONAL       ,NL_AISC360_DL_Y    
NL1  ,NOTIONAL       ,NL_AISC360_LL_X    
NL2  ,NOTIONAL       ,NL_AISC360_LL_Y    
NR1  ,NOTIONAL       ,NL_AISC360_Rf_X    
NR2  ,NOTIONAL       ,NL_AISC360_Rf_Y    
RESULTS:
 Location  (ft): (180.000, -85.500)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Roof           ,  D, -0.1031, -0.4249, -0.0411, -0.1729,  0.0002,  0.0009
, Lp, -0.1217, -0.3912, -0.0478, -0.1581,  0.0002,  0.0008
, Ln,  0.0001,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp, -0.0033, -0.0120, -0.0015, -0.0057,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  2.1280, -0.7115,  0.3761, -0.1015,  0.0019,  0.0005
, E2,  1.4200, -3.5103,  0.2830, -0.5204,  0.0014,  0.0026
, E3, -0.7095, -1.2827, -0.0908, -0.1046,  0.0005,  0.0005
, E4,  0.0927,  1.8885,  0.0142,  0.3689,  0.0001,  0.0019
, W1,  0.5776, -0.8448,  0.1381, -0.1688,  0.0007,  0.0009
, W2, -0.2410,  0.1965, -0.0457,  0.0824,  0.0002,  0.0004
, W3,  0.5265, -0.2679,  0.1197, -0.0596,  0.0006,  0.0003
, W4,  0.3399, -0.9993,  0.0875, -0.1936,  0.0004,  0.0010
, W5, -0.5679, -1.3647, -0.1033, -0.2224,  0.0005,  0.0011
, W6,  0.2065,  1.6594,  0.0348,  0.3459,  0.0002,  0.0017
, W7,  0.2525, -0.4863,  0.0693, -0.0648,  0.0004,  0.0003
, W8,  0.6139, -0.7810,  0.1379, -0.1884,  0.0007,  0.0010
, W9,  0.5498,  1.0437,  0.1159,  0.2148,  0.0006,  0.0011
,W10, -0.1711, -1.7731, -0.0119, -0.3120,  0.0001,  0.0016
,W11,  0.8209,  0.8227,  0.1673,  0.1221,  0.0008,  0.0006
,W12,  0.1000, -1.9941,  0.0395, -0.4046,  0.0002,  0.0020
, E5,  1.3522, -0.4416,  0.2529, -0.0641,  0.0013,  0.0003
, E6,  0.9056, -2.2127,  0.1898, -0.3440,  0.0010,  0.0017
, E7, -0.5351, -0.9633, -0.0715, -0.0831,  0.0004,  0.0004
, E8,  0.0699,  1.4329,  0.0110,  0.2857,  0.0001,  0.0014
,W13,  0.2591, -0.3849,  0.0625, -0.0780,  0.0003,  0.0004
,W14, -0.1118,  0.0894, -0.0214,  0.0376,  0.0001,  0.0002
,W15,  0.2348, -0.1300,  0.0541, -0.0287,  0.0003,  0.0001
,W16,  0.1538, -0.4473,  0.0396, -0.0883,  0.0002,  0.0004
,W17, -0.2668, -0.6476, -0.0489, -0.1069,  0.0002,  0.0005
,W18,  0.0991,  0.7817,  0.0168,  0.1633,  0.0001,  0.0008
,W19,  0.1105, -0.2216,  0.0308, -0.0303,  0.0002,  0.0002
,W20,  0.2781, -0.3557,  0.0629, -0.0867,  0.0003,  0.0004
,W21,  0.2505,  0.4888,  0.0532,  0.1010,  0.0003,  0.0005
,W22, -0.0848, -0.8212, -0.0070, -0.1464,  0.0000,  0.0007
,W23,  0.3762,  0.3882,  0.0773,  0.0586,  0.0004,  0.0003
,W24,  0.0410, -0.9218,  0.0171, -0.1887,  0.0001,  0.0010
,ND1,  0.0653, -0.0793,  0.0091, -0.0096,  0.0000,  0.0000
,ND2, -0.0118,  0.0088, -0.0009,  0.0043,  0.0000,  0.0000
,NL1,  0.0313, -0.0206,  0.0040, -0.0016,  0.0000,  0.0000
,NL2, -0.0044,  0.0061, -0.0004,  0.0017,  0.0000,  0.0000
,NR1,  0.0019, -0.0044,  0.0007, -0.0013,  0.0000,  0.0000
,NR2, -0.0004,  0.0005, -0.0001,  0.0002,  0.0000,  0.0000
, V1, -0.2772, -0.8960,  0.0021, -0.0035,  0.0000,  0.0000
, V2,  0.0798, -1.1070,  0.0081, -0.0349,  0.0000,  0.0002
Level 5        ,  D, -0.0619, -0.2520, -0.0291, -0.1181,  0.0002,  0.0007
, Lp, -0.0739, -0.2332, -0.0344, -0.1088,  0.0002,  0.0006
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp, -0.0018, -0.0062, -0.0010, -0.0033,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  1.7519, -0.6101,  0.3788, -0.1546,  0.0023,  0.0009
, E2,  1.1370, -2.9899,  0.2667, -0.6540,  0.0016,  0.0039
, E3, -0.6187, -1.1781, -0.1124, -0.1727,  0.0007,  0.0010
, E4,  0.0785,  1.5197,  0.0147,  0.3933,  0.0001,  0.0023
, W1,  0.4395, -0.6760,  0.1004, -0.1686,  0.0006,  0.0010
, W2, -0.1953,  0.1141, -0.0375,  0.0722,  0.0002,  0.0004
, W3,  0.4068, -0.2083,  0.0896, -0.0617,  0.0005,  0.0004
, W4,  0.2524, -0.8057,  0.0609, -0.1912,  0.0004,  0.0011
, W5, -0.4647, -1.1424, -0.0875, -0.2141,  0.0005,  0.0013
, W6,  0.1717,  1.3135,  0.0312,  0.3223,  0.0002,  0.0019
, W7,  0.1831, -0.4214,  0.0471, -0.0723,  0.0003,  0.0004
, W8,  0.4761, -0.5926,  0.1034, -0.1806,  0.0006,  0.0011
, W9,  0.4339,  0.8289,  0.0906,  0.1955,  0.0005,  0.0012
,W10, -0.1592, -1.4611, -0.0200, -0.3040,  0.0001,  0.0018
,W11,  0.6536,  0.7006,  0.1329,  0.1143,  0.0008,  0.0007
,W12,  0.0605, -1.5895,  0.0223, -0.3852,  0.0001,  0.0023
, E5,  1.0993, -0.3775,  0.2475, -0.0977,  0.0015,  0.0006
, E6,  0.7158, -1.8686,  0.1741, -0.4224,  0.0010,  0.0025
, E7, -0.4636, -0.8802, -0.0867, -0.1325,  0.0005,  0.0008
, E8,  0.0589,  1.1471,  0.0112,  0.3018,  0.0001,  0.0018
,W13,  0.1966, -0.3069,  0.0452, -0.0770,  0.0003,  0.0005
,W14, -0.0904,  0.0518, -0.0175,  0.0331,  0.0001,  0.0002
,W15,  0.1808, -0.1013,  0.0401, -0.0296,  0.0002,  0.0002
,W16,  0.1141, -0.3591,  0.0276, -0.0859,  0.0002,  0.0005
,W17, -0.2179, -0.5406, -0.0412, -0.1022,  0.0002,  0.0006
,W18,  0.0823,  0.6184,  0.0150,  0.1518,  0.0001,  0.0009
,W19,  0.0797, -0.1913,  0.0208, -0.0330,  0.0001,  0.0002
,W20,  0.2152, -0.2691,  0.0470, -0.0826,  0.0003,  0.0005
,W21,  0.1973,  0.3878,  0.0414,  0.0917,  0.0002,  0.0005
,W22, -0.0778, -0.6748, -0.0102, -0.1411,  0.0001,  0.0008
,W23,  0.2990,  0.3295,  0.0610,  0.0544,  0.0004,  0.0003
,W24,  0.0239, -0.7331,  0.0095, -0.1783,  0.0001,  0.0011
,ND1,  0.0562, -0.0697,  0.0099, -0.0134,  0.0001,  0.0001
,ND2, -0.0109,  0.0045, -0.0014,  0.0036,  0.0000,  0.0000
,NL1,  0.0273, -0.0190,  0.0046, -0.0034,  0.0000,  0.0000
,NL2, -0.0040,  0.0043, -0.0005,  0.0017,  0.0000,  0.0000
,NR1,  0.0012, -0.0032,  0.0004, -0.0010,  0.0000,  0.0000
,NR2, -0.0003,  0.0003, -0.0001,  0.0002,  0.0000,  0.0000
, V1, -0.2794, -0.8925,  0.0053, -0.0097,  0.0000,  0.0001
, V2,  0.0717, -1.0720,  0.0117, -0.0939,  0.0001,  0.0006
Level 4        ,  D, -0.0328, -0.1339, -0.0204, -0.0799,  0.0001,  0.0005
, Lp, -0.0394, -0.1244, -0.0248, -0.0743,  0.0001,  0.0004
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp, -0.0008, -0.0029, -0.0006, -0.0019,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  1.3731, -0.4554,  0.4420, -0.2461,  0.0026,  0.0015
, E2,  0.8703, -2.3359,  0.2989, -0.9078,  0.0018,  0.0054
, E3, -0.5063, -1.0053, -0.1406, -0.3158,  0.0008,  0.0019
, E4,  0.0638,  1.1264,  0.0216,  0.4342,  0.0001,  0.0026
, W1,  0.3391, -0.5074,  0.1087, -0.2084,  0.0006,  0.0012
, W2, -0.1577,  0.0419, -0.0409,  0.0389,  0.0002,  0.0002
, W3,  0.3172, -0.1466,  0.0987, -0.0755,  0.0006,  0.0004
, W4,  0.1915, -0.6145,  0.0643, -0.2371,  0.0004,  0.0014
, W5, -0.3771, -0.9283, -0.1004, -0.2999,  0.0006,  0.0018
, W6,  0.1405,  0.9912,  0.0390,  0.3583,  0.0002,  0.0021
, W7,  0.1360, -0.3491,  0.0508, -0.1271,  0.0003,  0.0008
, W8,  0.3726, -0.4120,  0.1122, -0.1855,  0.0007,  0.0011
, W9,  0.3433,  0.6334,  0.1033,  0.2121,  0.0006,  0.0013
,W10, -0.1392, -1.1571, -0.0271, -0.4028,  0.0002,  0.0024
,W11,  0.5207,  0.5863,  0.1493,  0.1683,  0.0009,  0.0010
,W12,  0.0382, -1.2043,  0.0190, -0.4466,  0.0001,  0.0027
, E5,  0.8517, -0.2798,  0.2813, -0.1526,  0.0017,  0.0009
, E6,  0.5417, -1.4463,  0.1904, -0.5714,  0.0011,  0.0034
, E7, -0.3769, -0.7478, -0.1066, -0.2374,  0.0006,  0.0014
, E8,  0.0477,  0.8453,  0.0163,  0.3295,  0.0001,  0.0020
,W13,  0.1514, -0.2299,  0.0487, -0.0946,  0.0003,  0.0006
,W14, -0.0729,  0.0187, -0.0190,  0.0177,  0.0001,  0.0001
,W15,  0.1407, -0.0717,  0.0439, -0.0362,  0.0003,  0.0002
,W16,  0.0865, -0.2731,  0.0291, -0.1057,  0.0002,  0.0006
,W17, -0.1766, -0.4385, -0.0471, -0.1421,  0.0003,  0.0008
,W18,  0.0673,  0.4666,  0.0187,  0.1687,  0.0001,  0.0010
,W19,  0.0589, -0.1584,  0.0223, -0.0576,  0.0001,  0.0003
,W20,  0.1682, -0.1864,  0.0507, -0.0842,  0.0003,  0.0005
,W21,  0.1559,  0.2962,  0.0469,  0.0994,  0.0003,  0.0006
,W22, -0.0676, -0.5337, -0.0135, -0.1858,  0.0001,  0.0011
,W23,  0.2380,  0.2751,  0.0683,  0.0795,  0.0004,  0.0005
,W24,  0.0144, -0.5548,  0.0078, -0.2058,  0.0000,  0.0012
,ND1,  0.0462, -0.0564,  0.0128, -0.0215,  0.0001,  0.0001
,ND2, -0.0095,  0.0010, -0.0020,  0.0017,  0.0000,  0.0000
,NL1,  0.0226, -0.0156,  0.0062, -0.0064,  0.0000,  0.0000
,NL2, -0.0035,  0.0026, -0.0007,  0.0012,  0.0000,  0.0000
,NR1,  0.0008, -0.0022,  0.0003, -0.0010,  0.0000,  0.0000
,NR2, -0.0002,  0.0001, -0.0001,  0.0001,  0.0000,  0.0000
, V1, -0.2847, -0.8828, -0.0024, -0.0951,  0.0000,  0.0006
, V2,  0.0600, -0.9782,  0.0265, -0.3614,  0.0002,  0.0022
Level 3        ,  D, -0.0124, -0.0540, -0.0110, -0.0482,  0.0001,  0.0003
, Lp, -0.0146, -0.0501, -0.0135, -0.0452,  0.0001,  0.0003
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp, -0.0002, -0.0010, -0.0003, -0.0010,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  0.9310, -0.2094,  0.4548, -0.3044,  0.0027,  0.0018
, E2,  0.5713, -1.4281,  0.2974, -1.0598,  0.0018,  0.0063
, E3, -0.3657, -0.6896, -0.1483, -0.4497,  0.0009,  0.0027
, E4,  0.0422,  0.6922,  0.0301,  0.4067,  0.0002,  0.0024
, W1,  0.2304, -0.2990,  0.1122, -0.2412,  0.0007,  0.0014
, W2, -0.1168,  0.0030, -0.0411, -0.0159,  0.0002,  0.0001
, W3,  0.2185, -0.0711,  0.1036, -0.0872,  0.0006,  0.0005
, W4,  0.1271, -0.3774,  0.0647, -0.2745,  0.0004,  0.0016
, W5, -0.2767, -0.6284, -0.1100, -0.3948,  0.0007,  0.0023
, W6,  0.1015,  0.6329,  0.0484,  0.3709,  0.0003,  0.0022
, W7,  0.0852, -0.2220,  0.0533, -0.1928,  0.0003,  0.0011
, W8,  0.2604, -0.2265,  0.1149, -0.1689,  0.0007,  0.0010
, W9,  0.2400,  0.4214,  0.1140,  0.2128,  0.0007,  0.0013
,W10, -0.1122, -0.7543, -0.0340, -0.5020,  0.0002,  0.0030
,W11,  0.3714,  0.4180,  0.1602,  0.2307,  0.0010,  0.0014
,W12,  0.0192, -0.7577,  0.0122, -0.4841,  0.0001,  0.0029
, E5,  0.5705, -0.1272,  0.2820, -0.1854,  0.0017,  0.0011
, E6,  0.3512, -0.8749,  0.1849, -0.6519,  0.0011,  0.0039
, E7, -0.2703, -0.5103, -0.1105, -0.3338,  0.0007,  0.0020
, E8,  0.0314,  0.5158,  0.0224,  0.3046,  0.0001,  0.0018
,W13,  0.1027, -0.1353,  0.0501, -0.1089,  0.0003,  0.0006
,W14, -0.0539,  0.0010, -0.0190, -0.0076,  0.0001,  0.0000
,W15,  0.0968, -0.0355,  0.0459, -0.0414,  0.0003,  0.0002
,W16,  0.0573, -0.1675,  0.0292, -0.1219,  0.0002,  0.0007
,W17, -0.1295, -0.2964, -0.0516, -0.1861,  0.0003,  0.0011
,W18,  0.0486,  0.2979,  0.0231,  0.1748,  0.0001,  0.0010
,W19,  0.0366, -0.1007,  0.0233, -0.0874,  0.0001,  0.0005
,W20,  0.1175, -0.1022,  0.0518, -0.0760,  0.0003,  0.0005
,W21,  0.1090,  0.1968,  0.0518,  0.1000,  0.0003,  0.0006
,W22, -0.0541, -0.3479, -0.0168, -0.2311,  0.0001,  0.0014
,W23,  0.1697,  0.1957,  0.0731,  0.1085,  0.0004,  0.0006
,W24,  0.0066, -0.3490,  0.0046, -0.2225,  0.0000,  0.0013
,ND1,  0.0334, -0.0349,  0.0152, -0.0288,  0.0001,  0.0002
,ND2, -0.0076, -0.0007, -0.0024, -0.0016,  0.0000,  0.0000
,NL1,  0.0164, -0.0092,  0.0074, -0.0090,  0.0000,  0.0001
,NL2, -0.0027,  0.0014, -0.0009,  0.0002,  0.0000,  0.0000
,NR1,  0.0005, -0.0012,  0.0003, -0.0009,  0.0000,  0.0000
,NR2, -0.0001,  0.0000, -0.0001,  0.0000,  0.0000,  0.0000
, V1, -0.2822, -0.7877, -0.1202, -0.4743,  0.0007,  0.0028
, V2,  0.0335, -0.6168,  0.0245, -0.4257,  0.0001,  0.0025
Level 2        ,  D, -0.0013, -0.0058, -0.0013, -0.0058,  0.0000,  0.0000
, Lp, -0.0011, -0.0049, -0.0011, -0.0049,  0.0000,  0.0000
, Ln, -0.0000, -0.0000, -0.0000, -0.0000,  0.0000,  0.0000
,Rfp,  0.0000, -0.0001,  0.0000, -0.0001,  0.0000,  0.0000
,Rfn, -0.0000, -0.0000, -0.0000, -0.0000,  0.0000,  0.0000
, E1,  0.4762,  0.0950,  0.4762,  0.0950,  0.0025,  0.0005
, E2,  0.2739, -0.3683,  0.2739, -0.3683,  0.0014,  0.0019
, E3, -0.2174, -0.2399, -0.2174, -0.2399,  0.0011,  0.0012
, E4,  0.0121,  0.2855,  0.0121,  0.2855,  0.0001,  0.0015
, W1,  0.1183, -0.0578,  0.1183, -0.0578,  0.0006,  0.0003
, W2, -0.0757,  0.0189, -0.0757,  0.0189,  0.0004,  0.0001
, W3,  0.1149,  0.0161,  0.1149,  0.0161,  0.0006,  0.0001
, W4,  0.0625, -0.1028,  0.0625, -0.1028,  0.0003,  0.0005
, W5, -0.1667, -0.2336, -0.1667, -0.2336,  0.0009,  0.0012
, W6,  0.0531,  0.2620,  0.0531,  0.2620,  0.0003,  0.0014
, W7,  0.0319, -0.0292,  0.0319, -0.0292,  0.0002,  0.0002
, W8,  0.1455, -0.0576,  0.1455, -0.0576,  0.0008,  0.0003
, W9,  0.1260,  0.2086,  0.1260,  0.2086,  0.0007,  0.0011
,W10, -0.0782, -0.2524, -0.0782, -0.2524,  0.0004,  0.0013
,W11,  0.2112,  0.1873,  0.2112,  0.1873,  0.0011,  0.0010
,W12,  0.0070, -0.2737,  0.0070, -0.2737,  0.0000,  0.0014
, E5,  0.2885,  0.0581,  0.2885,  0.0581,  0.0015,  0.0003
, E6,  0.1663, -0.2230,  0.1663, -0.2230,  0.0009,  0.0012
, E7, -0.1599, -0.1765, -0.1599, -0.1765,  0.0008,  0.0009
, E8,  0.0090,  0.2112,  0.0090,  0.2112,  0.0000,  0.0011
,W13,  0.0526, -0.0264,  0.0526, -0.0264,  0.0003,  0.0001
,W14, -0.0349,  0.0086, -0.0349,  0.0086,  0.0002,  0.0000
,W15,  0.0508,  0.0059,  0.0508,  0.0059,  0.0003,  0.0000
,W16,  0.0281, -0.0455,  0.0281, -0.0455,  0.0001,  0.0002
,W17, -0.0779, -0.1102, -0.0779, -0.1102,  0.0004,  0.0006
,W18,  0.0255,  0.1231,  0.0255,  0.1231,  0.0001,  0.0006
,W19,  0.0133, -0.0134,  0.0133, -0.0134,  0.0001,  0.0001
,W20,  0.0657, -0.0262,  0.0657, -0.0262,  0.0003,  0.0001
,W21,  0.0573,  0.0968,  0.0573,  0.0968,  0.0003,  0.0005
,W22, -0.0374, -0.1168, -0.0374, -0.1168,  0.0002,  0.0006
,W23,  0.0966,  0.0871,  0.0966,  0.0871,  0.0005,  0.0005
,W24,  0.0020, -0.1264,  0.0020, -0.1264,  0.0000,  0.0007
,ND1,  0.0183, -0.0061,  0.0183, -0.0061,  0.0001,  0.0000
,ND2, -0.0052,  0.0009, -0.0052,  0.0009,  0.0000,  0.0000
,NL1,  0.0090, -0.0002,  0.0090, -0.0002,  0.0000,  0.0000
,NL2, -0.0019,  0.0012, -0.0019,  0.0012,  0.0000,  0.0000
,NR1,  0.0002, -0.0003,  0.0002, -0.0003,  0.0000,  0.0000
,NR2, -0.0001,  0.0000, -0.0001,  0.0000,  0.0000,  0.0000
, V1, -0.1621, -0.3134, -0.1621, -0.3134,  0.0008,  0.0016
, V2,  0.0090, -0.1910,  0.0090, -0.1910,  0.0000,  0.0010
 Location  (ft): (180.000, 0.000)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
Head House Roof,  D,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Lp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W9,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W10,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W11,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W12,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Roof           ,  D, -0.1031, -0.0592, -0.0411, -0.0309,  0.0002,  0.0002
, Lp, -0.1217,  0.0061, -0.0478, -0.0024,  0.0002,  0.0000
, Ln,  0.0001, -0.0001,  0.0000, -0.0000,  0.0000,  0.0000
,Rfp, -0.0033, -0.0012, -0.0015, -0.0007,  0.0000,  0.0000
,Rfn,  0.0000, -0.0000,  0.0000, -0.0000,  0.0000,  0.0000
, E1,  2.1280,  0.8999,  0.3761,  0.1085,  0.0019,  0.0005
, E2,  1.4200,  4.5558,  0.2830,  0.6717,  0.0014,  0.0034
, E3, -0.7095,  5.2170, -0.0908,  0.8842,  0.0005,  0.0045
, E4,  0.0927,  1.0746,  0.0142,  0.2476,  0.0001,  0.0013
, W1,  0.5776,  1.0958,  0.1381,  0.2170,  0.0007,  0.0011
, W2, -0.2410,  2.3902, -0.0457,  0.5321,  0.0002,  0.0027
, W3,  0.5265,  0.3435,  0.1197,  0.0728,  0.0006,  0.0004
, W4,  0.3399,  1.3002,  0.0875,  0.2527,  0.0004,  0.0013
, W5, -0.5679,  3.7712, -0.1033,  0.7804,  0.0005,  0.0039
, W6,  0.2065, -0.1858,  0.0348,  0.0177,  0.0002,  0.0001
, W7,  0.2525,  2.6145,  0.0693,  0.5618,  0.0004,  0.0028
